Frame 32: X=780, Y=452, Radius=20, VelocityVer=0.68, VelocityHor=-0.32, DetectionNum=0
Frame 49: X=400, Y=1756, Radius=61, VelocityVer=1.09, VelocityHor=-0.32, DetectionNum=14
Frame 47: X=753, Y=529, Radius=14, VelocityVer=1.0, VelocityHor=-0.32, DetectionNum=15
Frame 48: X=538, Y=1060, Radius=14, VelocityVer=1.0, VelocityHor=-0.32, DetectionNum=15
Frame 49: X=322, Y=1590, Radius=14, VelocityVer=1.0, VelocityHor=-0.32, DetectionNum=15
Frame 49: X=868, Y=612, Radius=5, VelocityVer=0.92, VelocityHor=0.11, DetectionNum=16
Frame 50: X=940, Y=1224, Radius=5, VelocityVer=0.92, VelocityHor=0.11, DetectionNum=16
Frame 51: X=1012, Y=1837, Radius=5, VelocityVer=0.92, VelocityHor=0.11, DetectionNum=16
Frame 49: X=464, Y=383, Radius=49, VelocityVer=0.67, VelocityHor=0.11, DetectionNum=17
Frame 50: X=535, Y=766, Radius=49, VelocityVer=0.67, VelocityHor=0.11, DetectionNum=17
Frame 51: X=608, Y=1148, Radius=49, VelocityVer=0.67, VelocityHor=0.11, DetectionNum=17
Frame 51: X=465, Y=421, Radius=61, VelocityVer=1.03, VelocityHor=-0.32, DetectionNum=18
Frame 52: X=249, Y=844, Radius=61, VelocityVer=1.03, VelocityHor=-0.32, DetectionNum=18
Frame 53: X=34, Y=1268, Radius=61, VelocityVer=1.03, VelocityHor=-0.32, DetectionNum=18
Frame 53: X=195, Y=559, Radius=5, VelocityVer=1.73, VelocityHor=0.11, DetectionNum=19
Frame 54: X=268, Y=1121, Radius=5, VelocityVer=1.73, VelocityHor=0.11, DetectionNum=19
Frame 55: X=340, Y=1682, Radius=5, VelocityVer=1.73, VelocityHor=0.11, DetectionNum=19
Frame 53: X=816, Y=412, Radius=16, VelocityVer=0.47, VelocityHor=-0.32, DetectionNum=20
Frame 54: X=601, Y=824, Radius=16, VelocityVer=0.47, VelocityHor=-0.32, DetectionNum=20
Frame 55: X=385, Y=1236, Radius=16, VelocityVer=0.47, VelocityHor=-0.32, DetectionNum=20
Frame 53: X=816, Y=412, Radius=16, VelocityVer=0.39, VelocityHor=-0.32, DetectionNum=21
Frame 54: X=601, Y=824, Radius=16, VelocityVer=0.39, VelocityHor=-0.32, DetectionNum=21
Frame 56: X=169, Y=1648, Radius=16, VelocityVer=0.39, VelocityHor=-0.32, DetectionNum=21
Frame 53: X=816, Y=412, Radius=16, VelocityVer=1.09, VelocityHor=-0.32, DetectionNum=22
Frame 55: X=385, Y=1236, Radius=16, VelocityVer=1.09, VelocityHor=-0.32, DetectionNum=22
Frame 56: X=169, Y=1648, Radius=16, VelocityVer=1.09, VelocityHor=-0.32, DetectionNum=22
Frame 54: X=601, Y=824, Radius=16, VelocityVer=1.4, VelocityHor=-0.32, DetectionNum=23
Frame 55: X=385, Y=1236, Radius=16, VelocityVer=1.4, VelocityHor=-0.32, DetectionNum=23
Frame 56: X=169, Y=1648, Radius=16, VelocityVer=1.4, VelocityHor=-0.32, DetectionNum=23
Frame 55: X=832, Y=464, Radius=52, VelocityVer=0.64, VelocityHor=-0.32, DetectionNum=24
Frame 56: X=616, Y=928, Radius=52, VelocityVer=0.64, VelocityHor=-0.32, DetectionNum=24
Frame 57: X=400, Y=1393, Radius=52, VelocityVer=0.64, VelocityHor=-0.32, DetectionNum=24
Frame 55: X=832, Y=464, Radius=52, VelocityVer=0.53, VelocityHor=-0.32, DetectionNum=25
Frame 56: X=616, Y=928, Radius=52, VelocityVer=0.53, VelocityHor=-0.32, DetectionNum=25
Frame 58: X=184, Y=1857, Radius=52, VelocityVer=0.53, VelocityHor=-0.32, DetectionNum=25
Frame 55: X=832, Y=464, Radius=52, VelocityVer=1.28, VelocityHor=-0.32, DetectionNum=26
Frame 57: X=400, Y=1393, Radius=52, VelocityVer=1.28, VelocityHor=-0.32, DetectionNum=26
Frame 58: X=184, Y=1857, Radius=52, VelocityVer=1.28, VelocityHor=-0.32, DetectionNum=26
Frame 56: X=616, Y=928, Radius=52, VelocityVer=1.65, VelocityHor=-0.32, DetectionNum=27
Frame 57: X=400, Y=1393, Radius=52, VelocityVer=1.65, VelocityHor=-0.32, DetectionNum=27
Frame 58: X=184, Y=1857, Radius=52, VelocityVer=1.65, VelocityHor=-0.32, DetectionNum=27
Frame 62: X=460, Y=586, Radius=52, VelocityVer=1.65, VelocityHor=-0.32, DetectionNum=28
Frame 63: X=244, Y=1175, Radius=52, VelocityVer=1.65, VelocityHor=-0.32, DetectionNum=28
Frame 64: X=28, Y=1763, Radius=52, VelocityVer=1.65, VelocityHor=-0.32, DetectionNum=28
Frame 62: X=137, Y=432, Radius=44, VelocityVer=1.34, VelocityHor=0.11, DetectionNum=29
Frame 63: X=209, Y=864, Radius=44, VelocityVer=1.34, VelocityHor=0.11, DetectionNum=29
Frame 64: X=281, Y=1296, Radius=44, VelocityVer=1.34, VelocityHor=0.11, DetectionNum=29
Frame 66: X=596, Y=548, Radius=10, VelocityVer=1.09, VelocityHor=0.11, DetectionNum=30
Frame 67: X=668, Y=1096, Radius=10, VelocityVer=1.09, VelocityHor=0.11, DetectionNum=30
Frame 68: X=740, Y=1644, Radius=10, VelocityVer=1.09, VelocityHor=0.11, DetectionNum=30
Frame 66: X=720, Y=372, Radius=67, VelocityVer=0.47, VelocityHor=-0.32, DetectionNum=31
Frame 67: X=504, Y=744, Radius=67, VelocityVer=0.47, VelocityHor=-0.32, DetectionNum=31
Frame 68: X=289, Y=1116, Radius=67, VelocityVer=0.47, VelocityHor=-0.32, DetectionNum=31
Frame 70: X=670, Y=513, Radius=33, VelocityVer=1.07, VelocityHor=-0.32, DetectionNum=32
Frame 71: X=454, Y=1029, Radius=33, VelocityVer=1.07, VelocityHor=-0.32, DetectionNum=32
Frame 72: X=238, Y=1543, Radius=33, VelocityVer=1.07, VelocityHor=-0.32, DetectionNum=32
Frame 73: X=669, Y=426, Radius=43, VelocityVer=0.75, VelocityHor=-0.32, DetectionNum=33
Frame 74: X=453, Y=855, Radius=43, VelocityVer=0.75, VelocityHor=-0.32, DetectionNum=33
Frame 75: X=237, Y=1282, Radius=43, VelocityVer=0.75, VelocityHor=-0.32, DetectionNum=33
Frame 77: X=829, Y=540, Radius=44, VelocityVer=0.72, VelocityHor=0.11, DetectionNum=34
Frame 78: X=901, Y=1081, Radius=44, VelocityVer=0.72, VelocityHor=0.11, DetectionNum=34
Frame 79: X=974, Y=1623, Radius=44, VelocityVer=0.72, VelocityHor=0.11, DetectionNum=34
Frame 80: X=81, Y=481, Radius=42, VelocityVer=1.3, VelocityHor=0.11, DetectionNum=35
Frame 81: X=153, Y=961, Radius=42, VelocityVer=1.3, VelocityHor=0.11, DetectionNum=35
Frame 83: X=297, Y=1917, Radius=41, VelocityVer=1.3, VelocityHor=0.11, DetectionNum=35
Frame 83: X=196, Y=422, Radius=24, VelocityVer=1.22, VelocityHor=0.11, DetectionNum=36
Frame 84: X=269, Y=845, Radius=24, VelocityVer=1.22, VelocityHor=0.11, DetectionNum=36
Frame 85: X=341, Y=1268, Radius=24, VelocityVer=1.22, VelocityHor=0.11, DetectionNum=36
Frame 84: X=710, Y=757, Radius=68, VelocityVer=0.86, VelocityHor=0.11, DetectionNum=37
Frame 85: X=781, Y=1136, Radius=68, VelocityVer=0.86, VelocityHor=0.11, DetectionNum=37
Frame 86: X=854, Y=1515, Radius=68, VelocityVer=0.86, VelocityHor=0.11, DetectionNum=37
Frame 84: X=710, Y=757, Radius=68, VelocityVer=0.72, VelocityHor=0.11, DetectionNum=38
Frame 85: X=781, Y=1136, Radius=68, VelocityVer=0.72, VelocityHor=0.11, DetectionNum=38
Frame 87: X=926, Y=1892, Radius=68, VelocityVer=0.72, VelocityHor=0.11, DetectionNum=38
Frame 84: X=710, Y=757, Radius=68, VelocityVer=1.06, VelocityHor=0.11, DetectionNum=39
Frame 86: X=854, Y=1515, Radius=68, VelocityVer=1.06, VelocityHor=0.11, DetectionNum=39
Frame 87: X=926, Y=1892, Radius=68, VelocityVer=1.06, VelocityHor=0.11, DetectionNum=39
Frame 89: X=775, Y=434, Radius=12, VelocityVer=0.62, VelocityHor=-0.32, DetectionNum=40
Frame 90: X=559, Y=868, Radius=12, VelocityVer=0.62, VelocityHor=-0.32, DetectionNum=40
Frame 91: X=343, Y=1304, Radius=12, VelocityVer=0.62, VelocityHor=-0.32, DetectionNum=40
Frame 89: X=775, Y=434, Radius=12, VelocityVer=0.5, VelocityHor=-0.32, DetectionNum=41
Frame 90: X=559, Y=868, Radius=12, VelocityVer=0.5, VelocityHor=-0.32, DetectionNum=41
Frame 92: X=127, Y=1739, Radius=12, VelocityVer=0.5, VelocityHor=-0.32, DetectionNum=41
Frame 89: X=775, Y=434, Radius=12, VelocityVer=1.22, VelocityHor=-0.32, DetectionNum=42
Frame 91: X=343, Y=1304, Radius=12, VelocityVer=1.22, VelocityHor=-0.32, DetectionNum=42
Frame 92: X=127, Y=1739, Radius=12, VelocityVer=1.22, VelocityHor=-0.32, DetectionNum=42
Frame 89: X=485, Y=400, Radius=45, VelocityVer=0.92, VelocityHor=-0.32, DetectionNum=43
Frame 90: X=269, Y=800, Radius=45, VelocityVer=0.92, VelocityHor=-0.32, DetectionNum=43
Frame 91: X=53, Y=1201, Radius=45, VelocityVer=0.92, VelocityHor=-0.32, DetectionNum=43
Frame 90: X=559, Y=868, Radius=12, VelocityVer=1.58, VelocityHor=-0.32, DetectionNum=44
Frame 91: X=343, Y=1304, Radius=12, VelocityVer=1.58, VelocityHor=-0.32, DetectionNum=44
Frame 92: X=127, Y=1739, Radius=12, VelocityVer=1.58, VelocityHor=-0.32, DetectionNum=44
